questionId,subject,unit,subunit,difficulty,mode,question,answer,choices,explanation,status,answerGroup,relatedQuestionIds,tags,imagePath
bio_growth_129,biology,生物の多様性と進化,脊椎動物の特徴,1,choice,ハチュウ類の体表は何でおおわれているか。,うろこ,うろこ|しめった皮膚|羽毛|毛,ハチュウ類の体表はうろこでおおわれています。,active,,,中3|生物の多様性と進化,
bio_growth_130,biology,生物の多様性と進化,脊椎動物の特徴,1,choice,鳥類の体表は何でおおわれているか。,羽毛,羽毛|うろこ|毛|しめった皮膚,鳥類の体表は羽毛でおおわれています。,active,,,中3|生物の多様性と進化,
bio_growth_131,biology,生物の多様性と進化,脊椎動物の特徴,1,choice,哺乳類の体表は何でおおわれているか。,毛,毛|羽毛|うろこ|しめった皮膚,哺乳類の体表は毛でおおわれています。,active,,,中3|生物の多様性と進化,
bio_growth_132,biology,生物の多様性と進化,脊椎動物の特徴,2,choice,ひれをもち、えらで呼吸するなど、水中生活に適した特徴をもつ脊椎動物は何類か。,魚類,魚類|両生類|ハチュウ類|鳥類,魚類はひれをもち、えらで呼吸するなど、水中生活に適した特徴をもっています。,active,,,中3|生物の多様性と進化,
bio_growth_133,biology,生物の多様性と進化,脊椎動物の特徴,2,choice,しめった皮膚をもち、殻のない卵を水中にうむ脊椎動物は何類か。,両生類,両生類|魚類|ハチュウ類|鳥類,両生類はしめった皮膚をもち、殻のない卵を水中にうみます。,active,,,中3|生物の多様性と進化,
bio_growth_134,biology,生物の多様性と進化,脊椎動物の特徴,2,choice,うろこでおおわれた体表と殻のある卵をもち、陸上生活に適している脊椎動物は何類か。,ハチュウ類,ハチュウ類|両生類|魚類|哺乳類,ハチュウ類は乾燥に強いうろこと殻のある卵をもち、陸上生活に適しています。,active,,,中3|生物の多様性と進化,
bio_growth_135,biology,生物の多様性と進化,脊椎動物の特徴,2,choice,羽毛でおおわれ、殻のある卵をうむ脊椎動物は何類か。,鳥類,鳥類|ハチュウ類|哺乳類|両生類,鳥類は羽毛でおおわれ、殻のある卵をうみます。,active,,,中3|生物の多様性と進化,
bio_growth_136,biology,生物の多様性と進化,脊椎動物の特徴,2,choice,体表が毛でおおわれ、子のうまれ方が胎生である脊椎動物は何類か。,哺乳類,哺乳類|鳥類|ハチュウ類|魚類,哺乳類は体表が毛でおおわれ、教材では子のうまれ方は胎生と示されています。,active,,,中3|生物の多様性と進化,
bio_growth_137,biology,生物の多様性と進化,進化の証拠,1,choice,脊椎動物の2つのグループの両方の特徴をもつ生物が見つかることは、何が起こったことを考える証拠になるか。,進化,進化|受精|無性生殖|体細胞分裂,2つのグループの両方の特徴をもつ生物の存在は、進化を考える証拠になります。,active,,,中3|生物の多様性と進化,
bio_growth_138,biology,生物の多様性と進化,相同器官,1,choice,現在の形やはたらきは異なっていても、基本的なつくりが同じで、もとは同じ器官であったと考えられる器官を何というか。,相同器官,相同器官|生殖器官|感覚器官|呼吸器官,基本的なつくりが同じで、もとは同じ器官であったと考えられる器官を相同器官といいます。,active,,,中3|生物の多様性と進化,
bio_growth_139,biology,生物の多様性と進化,相同器官,2,choice,ワニの前あし、ハトの翼、コウモリの翼、クジラの胸びれ、ヒトのうでに共通しているものはどれか。,基本的な骨格のつくり,基本的な骨格のつくり|すべて同じ形|すべて同じはたらき|すべて水中で使う,これらは形やはたらきが異なっていても、基本的な骨格のつくりに共通点があります。,active,,,中3|生物の多様性と進化,
bio_growth_140,biology,生物の多様性と進化,相同器官,2,choice,ワニの前あし、ハトの翼、コウモリの翼、クジラの胸びれ、ヒトのうでのような器官をまとめて何というか。,相同器官,相同器官|生殖器官|消化器官|呼吸器官,これらは基本的な骨格のつくりが共通している相同器官です。,active,,,中3|生物の多様性と進化,
bio_growth_141,biology,生物の多様性と進化,相同器官,2,choice,相同器官が見られることから、異なる生物についてどのようなことが考えられるか。,共通の祖先から進化した,共通の祖先から進化した|必ず同じ場所で生活している|現在も同じはたらきの器官をもつ|進化とは関係がない,基本的なつくりに共通点があることは、共通の祖先から進化したと考える手がかりになります。,active,,,中3|生物の多様性と進化,
bio_growth_142,biology,生物の多様性と進化,相同器官,2,choice,相同器官について正しい説明はどれか。,基本的なつくりは共通しているが、現在の形やはたらきが異なることがある,基本的なつくりは共通しているが、現在の形やはたらきが異なることがある|形もはたらきも必ず完全に同じである|基本的なつくりに共通点がない|同じ種類の生物にしか見られない,相同器官では、現在の形やはたらきが異なっていても、基本的なつくりに共通点があります。,active,,,中3|生物の多様性と進化,
bio_growth_143,biology,生物の多様性と進化,遺伝子の変化と進化,1,choice,親にはなかった形質が子に現れることがあるのは、何が変化することがあるためか。,遺伝子,遺伝子|受精卵の大きさ|細胞の数だけ|生活場所だけ,遺伝子が変化することで、親にはなかった形質が子に現れることがあります。,active,,,中3|生物の多様性と進化,
bio_growth_144,biology,生物の多様性と進化,遺伝子の変化と進化,2,choice,遺伝子の変化によって生じた形質が、何世代もくり返し受けつがれると、長い年月の間に何が起こると考えられるか。,進化,進化|受精|体細胞分裂|発芽,遺伝子の変化による形質が何世代も受けつがれることで、長い年月の間に進化が起こると考えられます。,active,,,中3|生物の多様性と進化,
bio_growth_145,biology,生物の多様性と進化,遺伝子の変化と進化,2,choice,さまざまな生物が現れ、生物の多様性が生じてきたことと最も関係が深いものはどれか。,遺伝子の変化と、その形質が代々受けつがれること,遺伝子の変化と、その形質が代々受けつがれること|すべての生物が一世代で同時に変化すること|染色体がすべてなくなること|受精が起こらなくなること,遺伝子の変化と、その形質が何世代も受けつがれることが、生物の進化と多様性につながります。,active,,,中3|生物の多様性と進化,
bio_growth_146,biology,生物の多様性と進化,総合,2,choice,水中生活をする脊椎動物から、より陸上生活に適した脊椎動物へ進化した流れとして正しいものはどれか。,魚類→両生類→ハチュウ類,魚類→両生類→ハチュウ類|ハチュウ類→両生類→魚類|両生類→魚類→ハチュウ類|鳥類→魚類→両生類,脊椎動物は魚類から両生類、さらに陸上生活により適したハチュウ類へ進化したと考えられています。,active,,,中3|生物の多様性と進化,
bio_growth_147,biology,生物の多様性と進化,総合,2,choice,イクチオステガと始祖鳥が進化を考えるうえで重要なのはなぜか。,それぞれ2つの脊椎動物のグループの特徴をあわせもつから,それぞれ2つの脊椎動物のグループの特徴をあわせもつから|どちらも現在最も多い生物だから|どちらも哺乳類だから|どちらも無性生殖をするから,イクチオステガは魚類と両生類、始祖鳥はハチュウ類と鳥類の両方の特徴をもっています。,active,,,中3|生物の多様性と進化,
bio_growth_148,biology,生物の多様性と進化,総合,2,choice,生物が進化してきたことを考える手がかりとして適切なものの組み合わせはどれか。,2つのグループの特徴をもつ化石と相同器官,2つのグループの特徴をもつ化石と相同器官|体細胞分裂と受精|光合成と呼吸|蒸散と吸水,イクチオステガや始祖鳥のような生物の化石、相同器官などは、生物の進化を考える手がかりになります。,active,,,中3|生物の多様性と進化,
bio_growth_149,biology,生物の多様性と進化,総合,2,choice,生物の多様性が生じてきたことについて、教材の説明に最も合うものはどれか。,遺伝子が変化し、その形質が何世代も受けつがれ、長い年月の間に進化した,遺伝子が変化し、その形質が何世代も受けつがれ、長い年月の間に進化した|すべての生物が一世代で同時に変化した|体細胞分裂だけで別の種類の生物になった|受精のたびに染色体がなくなった,遺伝子の変化とその形質の受けつがれが長い年月に積み重なることで、生物は進化し、多様な生物が現れたと考えられています。,active,,,中3|生物の多様性と進化,
